bizid,Aid_Section,중위소득,homeless_Whether,school_year _system,1인가구 여부,신혼부부,농업인,소상공인,차상위계층,기초생활 및 생계급여
R2022031100340,-,-,-,-,-,-,-,-,-,-
R2022031100341,-,-,-,-,-,-,-,-,-,-
R2022031100342,-,-,-,-,-,-,-,-,-,-
R2022031100343,-,-,-,-,-,-,-,-,-,-
R2022031100344,-,-,-,-,-,-,-,-,-,-
R2022031100345,-,-,-,-,-,-,-,-,-,-
R2022031100346,-,-,-,-,-,-,-,-,-,-
R2022031100347,-,-,-,-,-,-,-,-,-,-
R2022031100348,-,-,-,-,-,-,-,-,-,-
R2022031100349,-,-,-,-,-,-,-,-,-,-
R2022031100350,-,-,-,-,-,-,-,-,-,-
R2022031100351,-,-,-,-,-,-,-,-,-,-
R2022031100352,-,-,-,-,-,-,-,-,-,-
R2022031100353,-,-,-,-,-,-,-,-,-,-
R2022031100354,-,-,-,-,-,-,-,-,-,-
R2022031100355,-,-,-,-,-,-,-,-,-,-
R2022031100356,-,-,-,-,-,-,-,-,-,-
R2022031100357,-,-,-,-,-,-,-,-,-,-
R2022031100358,-,-,-,-,-,-,-,-,-,-
R2022031100359,-,-,-,-,-,-,-,-,-,-
R2022031100360,-,-,-,-,-,-,-,-,-,-
R2022031100361,-,-,-,-,-,-,-,-,-,-
R2022031100362,-,-,-,-,-,-,-,-,-,-
R2022031100363,-,-,-,-,-,-,-,-,-,-
R2022031100364,-,-,-,-,-,-,-,-,-,-
R2022031100365,-,-,-,-,-,-,-,-,-,-
R2022031100366,-,-,-,-,-,-,-,-,-,-
R2022031100367,-,-,-,-,-,-,-,-,-,-
R2022031100368,-,-,-,-,-,-,-,-,-,-
R2022031100369,-,-,-,-,-,-,-,-,-,-
R2022031100370,-,-,-,-,-,-,-,-,-,-
R2022031100371,-,-,-,-,-,-,-,-,-,-
R2022031100372,-,-,-,-,-,-,-,-,-,-
R2022031100373,-,-,-,-,-,-,-,-,-,-
R2022031100374,-,-,-,-,-,-,-,-,-,-
R2022031100375,-,-,-,-,-,-,-,-,-,-
R2022031100376,-,-,-,-,-,-,-,-,-,-
R2022031100377,-,-,-,-,-,-,-,-,-,-
R2022031100378,-,-,-,-,-,-,-,-,-,-
R2022031100379,-,-,-,-,-,-,-,-,-,-
R2022031100380,-,-,-,-,-,-,-,-,-,-
R2022031100381,-,-,-,-,-,-,-,-,-,-
R2022031100382,-,-,-,-,-,-,-,-,-,-
R2022031100383,-,-,-,-,-,-,-,-,-,-
R2022031100384,-,-,-,-,-,-,-,-,-,-
R2022031100385,-,-,-,-,-,-,-,-,-,-
R2022031100386,-,-,-,-,-,-,-,-,-,-
R2022031100387,-,-,-,-,-,-,-,-,-,-
R2022031100388,-,-,-,-,-,-,-,-,-,-
R2022031100389,-,-,-,-,-,-,-,-,-,-
R2022031100390,-,-,-,-,-,-,-,-,-,-
R2022031100391,-,-,-,-,-,-,-,-,-,-
R2022031100392,-,-,-,-,-,-,-,-,-,-
R2022031100393,-,-,-,-,-,-,-,-,-,-
R2022031100394,-,-,-,-,-,-,-,-,-,-
R2022031100395,-,-,-,-,-,-,-,-,-,-
R2022031100396,-,-,-,-,-,-,-,-,-,-
R2022031100397,-,-,-,-,-,-,-,-,-,-
R2022031100398,-,-,-,-,-,-,-,-,-,-
R2022031100399,-,-,-,-,-,-,-,-,-,-
R2022031100400,-,-,-,-,-,-,-,-,-,-
R2022031100401,-,-,-,-,-,-,-,-,-,-
R2022031100402,-,-,-,-,-,1,-,-,-,-
R2022031100403,-,-,-,-,-,-,-,-,-,-
R2022031100404,-,-,-,-,-,-,-,-,-,-
R2022031100405,-,060~150,1,-,-,-,-,-,-,-
R2022031100406,-,-,1,-,-,1,-,-,-,-
R2022031100407,-,-,-,-,-,-,-,-,-,-
R2022031100408,-,-,-,-,-,-,-,-,-,-
R2022031100409,-,-,-,-,-,-,-,-,-,-
R2022031100410,-,-,-,-,-,-,-,-,-,-
R2022031100411,-,-,-,-,-,-,-,-,-,-
R2022031100412,-,-,-,-,-,-,-,-,-,-
R2022031100413,-,-,-,-,-,-,-,-,-,-
R2022031100414,-,-,-,-,-,-,-,-,-,-
R2022031100415,-,-,-,-,-,-,-,-,-,-
R2022031100416,-,-,-,-,-,-,-,-,-,-
R2022031100417,-,-,-,-,-,-,-,-,-,-
R2022031100418,-,-,-,-,-,-,-,-,-,-
R2022031100419,-,-,-,-,-,-,-,-,-,-
R2022031100420,-,-,-,-,-,-,-,-,-,-
R2022031100421,-,-,-,-,-,-,-,-,-,-
R2022031100422,-,-,-,-,-,-,-,-,-,-
R2022031100423,-,-,-,-,-,-,-,-,-,-
R2022031100424,-,-,-,-,-,-,-,-,-,-
R2022031100425,-,-,-,-,-,-,-,-,-,-
R2022031100426,-,-,-,-,-,-,-,-,-,-
R2022031100427,-,-,-,-,-,-,-,-,-,-
R2022031100428,-,-,-,-,-,-,-,-,-,-
R2022031100429,-,-,-,-,-,-,-,-,-,-
R2022031100430,-,-,-,-,-,-,-,-,-,-
R2022031100431,-,-,-,-,-,-,-,-,-,-
R2022031100432,-,-,-,-,-,-,-,-,-,-
R2022031100433,-,-,-,-,-,-,-,-,-,-
R2022031100434,-,-,-,-,-,-,-,-,-,-
R2022031100435,-,-,-,-,-,-,-,-,-,-
R2022031100436,-,-,-,-,-,-,-,-,-,-
R2022031100437,-,-,-,-,-,-,-,-,-,-
R2022031100438,-,-,-,-,-,-,-,-,-,-
R2022031100439,-,-,-,-,-,-,-,-,-,-
R2022031100440,-,-,-,-,-,-,-,-,-,-
R2022031100441,-,-,-,-,-,-,-,-,-,-
R2022031100442,-,-,-,-,-,-,-,-,-,-
R2022031100443,-,-,-,-,-,-,-,-,-,-
R2022031100444,-,-,-,-,-,-,-,-,-,-
R2022031100445,-,-,-,-,-,-,-,-,-,-
R2022031100446,-,-,-,-,-,-,-,-,-,-
R2022031100447,-,-,-,-,-,-,-,-,-,-
R2022031100448,-,-,-,-,-,-,-,-,-,-
R2022031100449,-,-,-,-,-,-,-,-,-,-
R2022031100450,-,-,-,-,-,-,-,-,-,-
R2022031100451,-,-,-,-,-,-,-,-,-,-
R2022031100452,-,-,-,-,-,-,-,-,-,-
R2022031100453,-,-,-,-,-,-,-,-,-,-
R2022031100454,-,-,-,-,-,-,-,-,-,-
R2022031100455,-,-,-,-,-,-,-,-,-,-
R2022031100456,-,-,-,-,-,-,-,-,-,-
R2022031100457,-,-,-,-,-,-,-,-,-,-
R2022031100458,-,-,-,-,-,-,-,-,-,-
R2022031100459,-,-,-,-,-,-,-,-,-,-
R2022031100460,-,-,-,-,-,-,-,-,-,-
R2022031100461,-,-,-,-,-,-,-,-,-,-
R2022031100462,-,-,-,-,-,-,-,-,-,-
R2022031100463,-,-,-,-,-,-,-,1,-,-
R2022031100464,-,-,-,-,-,-,-,-,-,-
R2022031100465,-,-,-,-,-,-,-,-,-,-
R2022031100466,-,-,-,-,-,-,-,-,-,-
R2022031100467,-,-,-,-,-,-,-,-,-,-
R2022031100468,-,-,-,-,-,-,-,-,-,-
R2022031100469,-,-,-,-,-,-,-,-,-,-
R2022031100470,-,-,-,-,-,-,-,-,-,-
R2022031100471,-,-,-,-,-,-,-,-,-,-
R2022031100472,-,-,-,-,-,-,-,-,-,-
R2022031100473,-,-,-,-,-,-,-,-,-,-
R2022031100474,-,-,-,-,-,-,-,-,-,-
R2022031100475,-,-,-,-,-,-,-,-,-,-
R2022031100476,-,000~130,-,-,-,-,-,-,-,-
R2022031100477,-,-,-,-,-,-,-,-,-,-
R2022031100478,-,-,-,-,-,-,-,-,-,-
R2022031100479,-,-,-,-,-,-,-,-,-,-
R2022031100480,-,-,-,-,-,-,-,-,-,-
R2022031100481,-,-,-,-,-,-,-,-,-,-
R2022031100482,-,-,-,-,-,-,-,-,-,-
R2022031100483,-,-,-,-,-,-,-,-,-,-
R2022031100484,-,-,-,-,-,-,-,-,-,-
R2022031100485,-,-,-,-,-,-,-,-,-,-
R2022031100486,-,-,1,-,-,1,-,-,-,-
R2022031100487,-,-,-,-,1,-,-,-,-,-
R2022031100488,-,-,-,-,-,-,-,-,-,-
R2022031100489,-,-,-,-,-,-,-,-,-,-
R2022031100490,-,-,-,-,-,-,-,-,-,-
R2022031100491,-,-,-,-,-,-,-,-,-,-
R2022031100492,-,060~150,-,-,-,-,-,-,-,-
R2022031100493,-,-,-,-,-,-,-,-,-,-
R2022031100494,-,-,-,-,-,-,-,-,-,-
R2022031100495,-,-,-,-,-,-,-,-,-,-
R2022031100496,-,-,-,-,-,-,-,-,-,-
R2022031100497,-,-,-,-,-,-,-,-,-,-
R2022031100498,-,-,-,-,-,-,-,-,-,-
R2022031100499,-,-,-,-,-,-,-,1,-,-
R2022031100500,-,-,-,-,-,-,-,-,-,-
R2022031100501,-,-,-,-,-,-,-,-,-,-
R2022031100502,-,-,-,-,-,-,-,-,-,-
R2022031100503,-,-,-,-,-,-,-,-,-,-
R2022031100504,-,-,-,-,-,-,-,-,-,-
R2022031100505,-,-,-,-,-,-,-,-,-,-
R2022031100506,-,-,-,-,-,-,-,-,-,-
R2022031100507,-,-,-,-,-,-,-,-,-,-
R2022031100508,-,-,-,-,-,-,-,-,-,-
R2022031100509,-,-,-,-,-,-,-,-,-,-
R2022031100510,-,-,-,-,-,-,-,-,-,-
R2022031100511,-,-,-,-,-,-,-,-,1,-
R2022031100512,-,-,-,-,-,-,-,-,-,1
R2022031100513,-,-,-,-,-,-,-,-,-,-
R2022031100514,-,-,-,-,-,-,-,-,-,-
R2022031100515,-,-,-,-,-,-,-,-,-,-
R2022031100516,-,-,-,-,-,-,-,-,-,-
R2022031100517,-,-,-,-,-,-,-,-,-,-
R2022031100518,-,-,-,-,-,-,-,-,-,-
R2022031100519,-,-,-,-,-,-,-,1,-,-
R2022031100520,-,-,-,-,-,-,-,-,-,-
R2022031100521,-,-,-,-,-,-,-,-,-,-
R2022031100522,-,-,-,-,-,-,-,-,-,-
R2022031100523,-,-,-,-,-,-,-,-,-,-
R2022031100524,-,-,-,-,-,-,-,-,-,-
R2022031100525,-,-,-,-,-,-,-,-,-,-
R2022031100526,-,-,-,-,-,-,-,-,-,-
R2022031100527,-,-,-,-,-,-,-,-,-,-
R2022031100528,-,-,-,-,-,-,-,-,-,-
R2022031100529,-,-,-,-,-,-,-,-,-,-
R2022031100530,-,-,-,-,-,-,-,-,-,-
R2022031100531,-,-,-,-,-,-,-,-,-,-
R2022031100532,-,-,1,-,-,1,-,-,-,-
R2022031100533,-,-,1,-,-,1,-,-,-,-
R2022031100534,-,-,-,-,-,-,-,-,-,-
R2022031100535,-,-,-,-,-,-,-,-,-,-
R2022031100536,-,-,-,-,-,-,-,-,-,-
R2022031100537,-,-,-,-,-,-,-,-,-,-
R2022031100538,-,-,-,-,-,-,-,-,-,-
R2022031100539,-,-,-,-,-,-,-,-,-,-
R2022031100540,-,-,-,-,-,-,-,-,-,-
R2022031100541,-,-,-,-,-,-,-,-,-,-
R2022031100542,-,-,-,-,-,-,-,-,-,-
R2022031100543,-,-,-,-,-,-,-,-,-,-
R2022031100544,-,-,-,-,-,-,-,-,-,-
R2022031100545,-,-,-,-,-,-,-,-,-,-
R2022031100546,-,-,-,-,-,-,-,-,-,-
R2022031100547,-,-,-,-,-,-,-,-,-,-
R2022031100548,-,-,-,-,-,-,-,-,-,-
R2022031100549,-,-,-,-,-,-,-,-,-,-
R2022031100550,-,-,-,-,-,-,-,-,-,-
R2022031100551,-,-,-,-,-,-,-,-,-,-
R2022031100552,-,-,-,-,-,-,-,-,-,-
R2022031100553,-,-,-,-,-,-,-,-,1,1
R2022031100554,-,-,-,-,-,-,-,-,-,-
R2022031100555,-,-,-,-,-,-,1,-,-,-
R2022031100556,-,-,-,-,-,-,-,-,-,-
R2022031100557,-,-,-,-,-,-,1,-,-,-
R2022031100558,-,-,-,-,-,-,-,-,-,-
R2022031100559,-,-,-,-,-,-,-,-,-,-
R2022031100560,-,-,1,-,-,1,-,-,-,-
R2022031100561,-,-,1,-,-,1,-,-,-,-
R2022031100562,-,-,-,-,-,-,-,-,-,-
R2022031100563,-,-,-,-,-,-,-,-,-,-
R2022031100564,-,-,-,-,-,-,-,-,-,-
R2022031100565,-,-,-,-,-,-,-,-,-,-
R2022031100566,-,-,-,-,-,-,-,-,-,-
R2022031100567,-,-,-,-,-,-,-,-,-,-
R2022031100568,-,-,-,-,-,-,-,-,-,-
R2022031100569,-,-,-,-,-,-,-,-,-,-
R2022031100570,-,-,-,-,-,-,-,-,-,-
R2022031100571,-,-,-,-,-,-,-,-,-,-
R2022031100572,-,-,-,-,-,-,-,-,-,-
R2022031100573,-,-,-,-,-,-,-,-,-,-
R2022031100574,-,-,-,-,-,-,-,-,-,-
R2022031100575,-,-,-,-,-,-,-,-,-,-
R2022031100576,-,-,-,-,-,-,-,-,-,-
R2022031100577,-,-,-,-,-,-,-,-,-,-
R2022031100578,-,-,-,-,-,-,-,-,-,-
R2022031100579,-,-,-,-,-,-,-,-,-,-
R2022031100580,-,-,-,-,-,-,-,-,-,-
R2022031100581,-,-,-,-,-,-,-,-,-,-
R2022031100582,-,-,-,-,-,-,-,-,-,-
R2022031100583,-,-,-,-,-,-,-,-,-,-
R2022031100584,-,-,-,-,-,-,-,-,-,-
R2022031100585,-,-,-,-,-,-,-,-,-,-
R2022031100586,-,-,-,-,-,-,-,-,-,-
R2022031100587,-,000~180,1,-,-,1,-,-,-,-
R2022031100588,-,-,-,-,-,-,-,-,-,-
R2022031100589,-,-,-,-,-,-,-,-,-,-
R2022031100590,-,-,-,-,-,-,-,-,-,-
R2022031100591,-,-,-,-,-,-,-,-,-,-
R2022031100592,-,-,-,-,-,-,-,-,-,-
R2022031100593,-,-,-,-,-,-,-,-,-,-
R2022031100594,-,-,-,-,-,-,-,-,-,-
R2022031100595,-,-,-,-,-,-,-,-,1,-
R2022031100596,-,-,-,-,-,-,-,-,1,-
R2022031100597,-,-,-,-,-,-,-,-,-,-
R2022031100598,-,-,-,-,-,-,-,-,-,-
R2022031100599,-,-,-,-,-,-,-,-,-,-
R2022031100600,-,-,-,-,-,-,-,-,-,-
R2022031100602,-,-,-,-,-,-,-,-,-,-
R2022031100604,-,-,-,-,-,-,-,-,-,-
R2022031100605,-,-,-,-,-,-,-,-,-,-
R2022031100606,-,-,-,-,-,-,-,-,-,-
R2022031100607,-,-,-,-,-,-,-,-,-,-
R2022031100608,-,-,-,-,-,-,-,-,-,-
R2022031100609,-,-,-,-,-,-,-,-,-,-
R2022031100610,-,-,-,-,-,-,-,1,-,-
R2022031100611,-,-,-,-,-,-,1,-,-,-
R2022031100612,-,-,-,-,-,-,1,-,-,-
R2022031100613,-,-,-,-,-,-,-,-,-,-
R2022031100615,-,-,-,-,-,-,-,-,-,-
R2022031100617,-,-,-,-,-,-,-,-,-,-
R2022031100619,-,-,-,-,-,-,-,-,-,-
R2022031100620,-,-,-,-,-,-,-,-,-,-
R2022031100622,-,-,-,-,-,-,-,-,-,-
R2022031100623,-,-,-,-,-,-,-,-,-,-
R2022031100624,-,-,-,-,-,-,-,-,-,-
R2022031100625,-,-,-,-,-,-,-,-,-,-
R2022031100626,-,-,-,-,-,-,-,1,-,-
R2022031100627,-,-,-,-,-,-,-,-,-,-
R2022031100628,-,000~100,-,-,-,-,-,-,1,-
R2022031100629,-,-,-,-,-,-,-,-,-,-
R2022031100632,-,060~150,-,-,-,-,-,-,-,-
R2022031100633,-,-,-,-,-,-,-,-,-,-
R2022031100634,-,-,-,-,-,-,1,-,-,-
R2022031100635,-,-,-,-,-,-,1,-,-,-
R2022031100636,-,-,-,-,-,-,1,-,-,-
R2022031100638,-,-,-,-,-,-,-,-,-,-
R2022031100639,-,-,-,-,-,-,-,-,-,-
R2022031100640,-,000~080,-,-,-,-,-,-,-,-
R2022031100641,-,-,-,-,-,-,-,-,-,-
R2022031100642,-,-,-,-,-,-,-,-,-,-
R2022031100643,-,-,-,-,-,-,-,-,-,-
R2022031100644,-,-,-,-,-,-,-,-,-,-
R2022031100645,-,-,-,-,-,-,-,-,-,-
R2022031100646,-,060~150,1,-,-,-,-,-,-,-
R2022031100648,-,-,-,-,-,-,-,-,-,-
R2022031100649,-,-,-,-,-,-,-,-,-,-
R2022031100650,-,000~150,-,-,-,-,-,-,-,-
R2022031100651,-,-,-,-,-,-,-,-,-,-
R2022031100652,-,-,-,-,-,-,-,-,-,-
R2022031100653,-,-,-,-,-,-,-,-,-,-
R2022031100654,-,-,-,-,-,-,-,-,-,-
R2022031100655,-,-,-,-,-,-,-,-,-,-
R2022031100656,-,-,-,-,-,-,-,-,-,-
R2022031100657,-,-,-,-,-,-,-,1,-,-
R2022031100658,-,-,-,-,-,-,-,-,-,-
R2022031100659,-,060~150,-,-,-,-,-,-,-,-
R2022031100660,-,-,-,-,-,-,-,-,-,-
R2022031100661,-,000~150,-,-,-,-,-,-,-,-
R2022031100662,-,-,-,-,-,-,-,-,-,-
R2022031100663,-,-,-,-,-,-,-,-,-,-
R2022031100664,-,-,-,-,-,-,-,-,-,-
R2022031100665,-,-,-,-,-,-,-,-,-,-
R2022031100666,-,-,-,-,-,-,-,-,-,-
R2022031100667,-,-,-,-,-,-,-,-,-,-
R2022031100669,-,-,-,-,-,-,-,-,-,-
R2022031100671,-,-,-,-,-,-,-,-,-,-
R2022031100673,-,-,-,-,-,-,-,-,-,-
R2022031100674,-,-,-,-,-,-,-,-,-,-
R2022031100675,-,-,-,-,-,-,-,-,-,-
R2022031100676,-,-,-,-,-,-,-,-,-,-
R2022031100677,-,-,-,-,-,-,-,-,-,-
R2022031100678,-,-,-,-,-,-,-,-,-,-
R2022031100679,-,-,-,-,-,-,1,-,-,-
R2022031100680,-,-,-,-,-,-,1,-,-,-
R2022031100681,-,-,-,-,-,-,-,-,-,-
R2022031100682,-,-,-,-,-,-,-,-,-,-
R2022031100683,-,-,-,-,-,-,-,-,-,-
R2022031100684,-,060~150,-,-,-,-,-,-,-,-
R2022031100685,-,-,-,-,-,-,1,-,-,-
R2022031100686,-,-,-,-,-,-,-,-,-,-
R2022031100688,-,-,-,-,-,-,-,-,-,-
R2022031100689,-,-,-,-,-,-,-,-,-,-
R2022031100690,-,-,-,-,-,-,-,-,-,-
R2022031100691,-,-,-,-,-,-,-,-,-,-
R2022031100692,-,-,-,-,-,-,-,-,-,-
R2022031100693,-,-,-,-,-,-,-,-,-,-
R2022031100695,-,-,-,-,-,-,-,-,-,-
R2022031100696,-,-,-,-,-,-,-,-,-,-
R2022031100697,-,-,-,-,-,-,-,-,-,-
R2022031100698,-,-,-,-,-,-,-,-,-,-
R2022031100699,-,-,-,-,-,-,-,-,-,-
R2022031100700,-,-,-,-,-,-,-,-,-,-
R2022031100701,-,-,1,-,-,1,-,-,-,-
R2022031100702,-,-,-,-,-,-,-,-,-,-
R2022031100703,-,-,-,-,-,-,-,-,-,-
R2022031100704,-,-,-,-,-,-,-,-,-,-
R2022031100705,-,-,-,-,-,-,-,-,-,-
R2022031100706,-,-,-,-,-,-,-,-,-,-
R2022031100707,-,-,-,-,-,-,-,-,-,-
R2022031100708,-,-,-,-,-,-,-,-,-,-
R2022031100709,-,-,-,-,-,-,-,-,-,-
R2022031100710,-,-,-,-,-,-,-,-,-,-
R2022031100711,-,-,-,-,-,-,-,-,-,-
R2022031100712,-,-,-,-,-,-,-,-,-,-
R2022031100713,-,-,-,-,-,-,-,-,-,-
R2022031100714,-,-,-,-,-,-,-,-,-,-
R2022031100715,-,-,-,-,-,-,-,-,-,-
R2022031100716,-,-,-,-,-,-,-,-,1,1
R2022031100717,-,-,-,-,-,-,-,-,1,1
R2022031100718,-,-,-,-,-,-,-,-,-,-
R2022031100719,-,-,-,-,-,-,-,-,-,-
R2022031100720,-,-,-,-,-,1,-,-,-,-
R2022031100721,-,-,1,-,-,1,-,-,-,-
R2022031100722,-,-,-,-,-,-,-,-,-,-
R2022031100723,-,-,-,-,-,-,-,-,-,-
R2022031100724,-,-,-,-,-,-,-,-,-,-
R2022031100725,-,-,-,-,-,-,-,-,-,-
R2022031100726,-,-,-,-,-,-,-,-,-,-
R2022031100727,-,-,-,-,-,-,-,-,-,-
R2022031100728,-,-,-,-,-,-,-,-,-,-
R2022031100729,-,-,-,-,-,-,-,-,-,-
R2022031100730,-,-,-,-,-,-,-,-,-,-
R2022031100731,-,-,-,-,-,-,-,-,-,-
R2022031100732,-,-,-,-,-,-,-,-,-,-
R2022031100733,-,-,-,-,-,-,-,-,-,-
R2022031100774,-,-,-,-,-,-,-,-,-,-
R2022031100775,-,-,-,-,-,-,-,-,-,-
R2022031100776,-,-,-,-,-,-,-,-,-,-
R2022031100777,-,-,-,-,-,-,-,-,-,-
R2022031100778,-,-,-,-,-,-,1,-,-,-
R2022031100779,-,-,-,-,-,-,-,-,-,-
R2022031100780,-,-,-,-,-,-,1,-,-,-
R2022031100781,-,-,-,-,-,-,1,-,-,-
R2022031100782,-,-,-,-,-,-,1,-,-,-
R2022031100783,-,-,-,-,-,-,-,-,-,-
R2022031100784,-,-,-,-,-,-,-,-,-,-
R2022031100785,-,-,-,-,-,-,-,-,-,-
R2022031100786,-,-,-,-,-,-,-,-,-,-
R2022031100787,-,-,-,-,-,-,-,-,-,-
R2022031100788,-,-,-,-,-,-,-,-,-,-
R2022031100789,-,-,-,-,-,-,-,-,-,-
R2022031100790,-,-,-,-,-,-,1,-,-,-
R2022031100791,-,-,-,-,-,-,-,-,-,-
R2022031100792,-,-,-,-,-,-,-,-,-,-
R2022031100793,-,-,-,-,-,-,-,-,-,-
R2022031100794,-,-,-,-,-,1,-,-,-,-
R2022031100795,-,-,-,-,-,-,-,-,-,-
R2022031100796,-,-,-,-,-,-,-,-,-,-
R2022031100797,-,-,-,-,-,-,-,-,-,-
R2022031100798,-,-,-,-,-,-,-,-,-,-
R2022031100799,-,-,-,-,-,-,-,-,-,-
R2022031100800,-,-,-,-,-,-,-,-,-,-
R2022031100801,-,-,-,-,-,-,-,-,-,-
R2022031100802,-,-,-,-,-,-,-,-,-,-
R2022031100803,-,-,-,-,-,-,-,-,-,-
R2022031100804,-,-,-,-,-,-,-,-,-,-
R2022031100806,-,-,-,-,-,-,-,-,-,-
R2022031100808,-,-,-,-,-,-,-,-,-,-
R2022031100810,-,-,-,-,-,-,-,-,-,-
R2022031100811,-,-,-,-,-,-,-,-,-,-
R2022031100812,-,-,-,-,-,-,-,-,-,-
R2022031100813,-,-,-,-,-,-,-,-,-,-
R2022031100814,-,-,-,-,-,-,1,-,-,-
R2022031100815,-,-,-,-,-,-,-,-,-,-
R2022031100816,-,-,-,-,-,-,-,-,-,-
R2022031100817,-,-,-,-,-,-,1,-,-,-
R2022031100818,-,-,-,-,-,-,-,-,-,-
R2022031100819,-,-,-,-,-,-,-,-,-,-
R2022031100820,-,-,-,-,-,-,-,-,-,-
R2022031100821,-,-,-,-,-,-,-,-,-,-
R2022031100822,-,-,-,-,-,-,-,-,-,-
R2022031100823,-,-,-,-,-,-,-,-,-,-
R2022031100824,-,-,-,-,-,-,-,-,-,-
R2022031100825,-,-,-,-,-,-,-,-,-,-
R2022031100826,-,-,-,-,-,-,-,-,-,-
R2022031100827,-,-,-,-,-,-,-,-,-,-
R2022031100828,-,-,-,-,-,1,-,-,-,-
R2022031100829,-,-,-,-,-,-,-,-,-,-
R2022031100830,-,-,-,-,-,-,-,-,-,1
R2022031100831,-,-,-,-,-,-,-,-,-,-
R2022031100832,-,-,-,-,-,-,-,-,-,-
R2022031100833,-,-,-,-,-,-,-,-,-,-
R2022031100834,-,-,-,-,-,-,1,-,-,-
R2022031100835,-,-,-,-,-,-,-,-,-,-
R2022031100836,-,-,-,-,-,1,-,-,-,-
R2022031100837,-,-,-,-,-,-,1,-,-,-
R2022031100838,-,-,1,-,-,-,-,-,-,-
R2022031100839,-,-,-,-,-,-,-,-,1,-
R2022031100840,-,-,-,-,-,-,-,-,-,-
R2022031100841,-,-,-,-,-,-,-,-,-,-
R2022031100842,-,-,-,-,-,-,-,-,-,-
R2022031100843,-,-,-,-,-,-,-,-,-,-
R2022031100844,-,-,-,-,-,-,-,-,-,-
R2022031100845,-,-,-,-,-,-,-,-,-,-
R2022031100846,-,-,-,-,-,-,-,-,-,-
R2022031100847,-,-,-,-,-,-,-,-,-,-
R2022031100848,-,-,-,-,-,-,-,-,-,-
R2022031100849,-,-,-,-,-,-,-,-,-,-
R2022031100850,-,-,-,-,-,-,-,-,-,-
R2022031100851,-,-,-,-,-,-,-,-,-,-
R2022031100853,-,-,-,-,-,-,-,-,-,-
R2022031100854,-,-,-,-,-,-,-,-,-,-
R2022031100855,-,-,-,-,-,-,-,-,-,-
R2022031100856,-,-,-,-,-,-,-,-,-,-
R2022031100857,-,-,-,-,-,-,-,-,-,-
R2022031100858,-,-,-,-,-,-,1,-,-,-
R2022031100859,-,-,-,-,-,-,-,-,-,-
R2022031100860,-,-,-,-,-,-,-,-,-,-
R2022031100861,-,-,-,-,-,-,-,-,-,-
R2022031100862,-,-,-,-,-,-,-,-,-,-
R2022031100863,-,-,-,-,-,-,-,-,-,-
R2022031100864,-,-,-,-,-,-,-,-,-,-
R2022031100865,-,-,-,-,-,-,-,-,-,-
R2022031100866,-,-,-,-,-,-,-,-,-,-
R2022031100867,-,-,-,-,-,-,-,-,-,-
R2022031100868,-,-,-,-,-,-,-,-,-,-
R2022031100869,-,-,-,-,-,-,-,-,-,-
R2022031100870,-,-,-,-,-,-,-,-,-,-
R2022031100871,-,-,-,-,-,-,-,-,-,-
R2022031100872,-,-,-,-,-,-,-,-,-,-
R2022031100873,-,-,-,-,-,-,-,-,-,-
R2022031100874,-,-,1,-,-,-,-,-,-,-
R2022031100875,-,-,-,-,-,-,-,-,-,-
R2022031100876,-,-,-,-,-,-,-,-,-,-
R2022031100877,-,-,-,-,-,-,-,-,-,-
R2022031100878,-,-,-,-,-,-,-,-,-,-
R2022031100879,-,-,-,-,-,-,-,-,-,-
R2022031100880,-,-,-,-,-,-,-,-,-,-
R2022031100881,-,-,-,-,-,-,-,-,-,-
R2022031100882,-,-,-,-,-,-,-,-,-,-
R2022031100883,-,-,-,-,-,-,-,-,-,-
R2022031100884,-,-,-,-,-,-,-,-,-,-
R2022031100885,-,-,-,-,-,-,-,-,-,-
R2022031100886,-,-,-,-,-,-,-,-,-,-
R2022031100887,-,-,-,-,-,-,-,-,-,-
R2022031100888,-,-,-,-,-,-,-,-,-,-
R2022031100889,-,-,-,-,-,-,1,-,-,-
R2022031100890,-,-,-,-,-,-,-,-,-,-
R2022031100891,-,-,-,-,-,-,-,-,-,-
R2022031100892,-,-,-,-,-,-,-,-,-,-
R2022031100893,-,-,-,-,-,-,-,-,-,-
R2022031100894,-,-,-,-,-,-,-,-,-,-
R2022031100895,-,-,-,-,-,-,-,-,-,-
R2022031100896,-,-,-,-,-,-,-,-,-,-
R2022031100897,-,-,-,-,-,-,-,-,-,-
R2022031100898,-,-,-,-,-,-,-,-,-,-
R2022031100899,-,-,-,-,-,-,-,-,-,-
R2022031100900,-,-,-,-,-,-,-,-,-,-
R2022031100901,-,-,-,-,-,-,-,-,-,-
R2022031100902,-,-,-,-,-,-,-,-,-,-
R2022031100903,-,-,-,-,-,-,-,-,-,-
R2022031100904,-,-,-,-,-,-,-,-,-,-
R2022031100905,-,-,-,-,-,-,-,-,-,-
R2022031100906,-,-,-,-,-,-,-,-,-,-
R2022031100907,-,-,-,-,-,1,-,-,-,-
R2022031100908,-,-,-,-,-,-,-,-,-,-
R2022031100909,-,-,-,-,-,-,-,-,-,-
R2022031100910,-,-,-,-,-,-,-,-,-,-
R2022031100911,-,-,-,-,-,-,-,-,-,-
R2022031100912,-,-,-,-,-,-,1,-,-,-
R2022031100913,-,-,-,-,-,-,-,-,-,-
